GEO.id2,GEO.id,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20
Id2,Id,Geography,Estimate;  Total: ,Margins of Error;  Total: ,Estimate;  In married-couple families: ,Margins of Error;  In married-couple families: ,Estimate;  In married-couple families: Under 3 years ,Margins of Error;  In married-couple families: Under 3 years ,Estimate;  In married-couple families: 3 and 4 years ,Margins of Error;  In married-couple families: 3 and 4 years ,Estimate;  In married-couple families: 5 years ,Margins of Error;  In married-couple families: 5 years ,Estimate;  In married-couple families: 6 to 11 years ,Margins of Error;  In married-couple families: 6 to 11 years ,Estimate;  In married-couple families: 12 to 17 years ,Margins of Error;  In married-couple families: 12 to 17 years ,Estimate;  In other families: ,Margins of Error;  In other families: ,"Estimate;  In other families: Male householder, no wife present: ","Margins of Error;  In other families: Male householder, no wife present: ","Estimate;  In other families: Male householder, no wife present: Under 3 years ","Margins of Error;  In other families: Male householder, no wife present: Under 3 years ","Estimate;  In other families: Male householder, no wife present: 3 and 4 years ","Margins of Error;  In other families: Male householder, no wife present: 3 and 4 years ","Estimate;  In other families: Male householder, no wife present: 5 years ","Margins of Error;  In other families: Male householder, no wife present: 5 years ","Estimate;  In other families: Male householder, no wife present: 6 to 11 years ","Margins of Error;  In other families: Male householder, no wife present: 6 to 11 years ","Estimate;  In other families: Male householder, no wife present: 12 to 17 years ","Margins of Error;  In other families: Male householder, no wife present: 12 to 17 years ","Estimate;  In other families: Female householder, no husband present: ","Margins of Error;  In other families: Female householder, no husband present: ","Estimate;  In other families: Female householder, no husband present: Under 3 years ","Margins of Error;  In other families: Female householder, no husband present: Under 3 years ","Estimate;  In other families: Female householder, no husband present: 3 and 4 years ","Margins of Error;  In other families: Female householder, no husband present: 3 and 4 years ","Estimate;  In other families: Female householder, no husband present: 5 years ","Margins of Error;  In other families: Female householder, no husband present: 5 years ","Estimate;  In other families: Female householder, no husband present: 6 to 11 years ","Margins of Error;  In other families: Female householder, no husband present: 6 to 11 years ","Estimate;  In other families: Female householder, no husband present: 12 to 17 years ","Margins of Error;  In other families: Female householder, no husband present: 12 to 17 years "
0900718080,06000US0900718080,"Cromwell town, Middlesex County, Connecticut",2450,231,2081,208,356,106,258,114,145,72,588,121,734,160,369,148,78,62,0,19,0,19,0,19,0,19,78,62,291,136,6,10,11,16,15,18,168,106,91,54
0900719130,06000US0900719130,"Deep River town, Middlesex County, Connecticut",916,140,696,115,80,53,120,103,20,25,315,95,161,69,220,143,5,10,0,12,0,12,5,10,0,12,0,12,215,143,33,49,60,75,0,12,0,12,122,67
0900720810,06000US0900720810,"Durham town, Middlesex County, Connecticut",1746,193,1468,185,177,84,114,68,65,46,497,136,615,144,278,146,72,69,0,17,0,17,0,17,18,30,54,63,206,130,13,20,0,17,12,20,69,69,112,74
0900722280,06000US0900722280,"East Haddam town, Middlesex County, Connecticut",2081,240,1696,236,255,100,136,73,55,44,512,155,738,170,385,195,50,77,0,17,0,17,31,50,19,29,0,17,335,201,39,40,56,61,29,32,102,135,109,83
0900722490,06000US0900722490,"East Hampton town, Middlesex County, Connecticut",2710,197,2409,257,276,107,326,103,181,81,1008,196,618,178,301,180,34,46,0,19,0,19,0,19,34,46,0,19,267,174,0,19,0,19,0,19,107,86,160,119
0900726270,06000US0900726270,"Essex town, Middlesex County, Connecticut",1299,135,1054,229,93,89,64,61,91,77,334,141,472,164,245,181,132,162,0,17,0,17,0,17,95,149,37,56,113,96,0,17,12,20,0,17,25,42,76,76
0900735230,06000US0900735230,"Haddam town, Middlesex County, Connecticut",1837,260,1467,260,245,131,69,61,109,72,463,154,581,192,370,174,90,93,55,85,0,17,0,17,17,27,18,30,280,153,0,17,19,27,0,17,96,75,165,127
0900740710,06000US0900740710,"Killingworth town, Middlesex County, Connecticut",1337,108,1250,107,68,50,37,40,50,41,496,120,599,148,87,70,41,46,23,35,0,17,0,17,0,17,18,29,46,53,0,17,0,17,0,17,0,17,46,53
0900747080,06000US0900747080,"Middlefield town, Middlesex County, Connecticut",946,105,699,118,112,67,49,31,34,34,239,65,265,75,247,134,119,109,37,45,27,42,20,30,21,30,14,17,128,74,0,12,8,12,0,12,67,50,53,37
0900747360,06000US0900747360,"Middletown town, Middlesex County, Connecticut",7997,450,4684,434,896,204,462,142,209,89,1565,247,1552,241,3313,531,508,235,78,93,19,31,0,25,131,99,280,145,2805,473,435,159,362,153,90,63,892,240,1026,220
0900757320,06000US0900757320,"Old Saybrook town, Middlesex County, Connecticut",2078,206,1642,268,256,126,150,97,103,61,481,127,652,153,436,247,283,232,81,97,0,19,0,19,148,128,54,46,153,93,8,12,16,29,13,20,31,25,85,83
0900761800,06000US0900761800,"Portland town, Middlesex County, Connecticut",1835,183,1500,255,106,105,109,69,57,48,598,174,630,177,335,197,74,85,0,17,0,17,20,24,0,17,54,82,261,181,78,81,0,17,0,17,77,85,106,62
0900781680,06000US0900781680,"Westbrook town, Middlesex County, Connecticut",942,201,770,179,126,79,48,69,31,35,279,102,286,107,172,115,59,67,0,17,0,17,0,17,13,20,46,58,113,100,0,17,0,17,0,17,7,19,106,92
0900901220,06000US0900901220,"Ansonia town, New Haven County, Connecticut",3944,386,2483,424,342,176,232,191,135,103,868,208,906,234,1461,426,178,123,15,24,15,26,5,17,101,82,42,46,1283,410,174,143,112,100,63,57,438,172,496,203
0900903250,06000US0900903250,"Beacon Falls town, New Haven County, Connecticut",1140,127,954,142,59,50,74,69,73,55,413,130,335,142,186,110,13,23,0,17,0,17,0,17,0,17,13,23,173,105,0,17,0,17,0,17,51,47,122,84
0900904580,06000US0900904580,"Bethany town, New Haven County, Connecticut",1243,129,1017,157,50,34,38,25,22,25,495,124,412,137,226,92,71,61,0,17,0,17,0,17,24,37,47,49,155,84,8,12,0,17,0,17,53,40,94,56
0900907310,06000US0900907310,"Branford town, New Haven County, Connecticut",4697,305,3493,324,453,143,263,73,218,95,1164,178,1395,220,1204,383,67,53,16,26,0,22,0,22,12,18,39,42,1137,388,103,80,94,81,66,80,466,248,408,152
0900914160,06000US0900914160,"Cheshire town, New Haven County, Connecticut",5923,384,5148,414,399,133,457,136,252,93,1780,313,2260,304,775,248,227,119,0,22,0,22,0,22,27,25,200,112,548,222,45,41,20,22,40,62,131,75,312,162
0900919550,06000US0900919550,"Derby town, New Haven County, Connecticut",2372,443,1533,411,314,156,156,106,85,68,348,134,630,268,839,450,100,104,0,19,0,19,0,19,0,19,100,104,739,443,89,96,80,74,75,91,183,138,312,202
0900922910,06000US0900922910,"East Haven town, New Haven County, Connecticut",5143,420,3517,419,543,161,413,127,119,91,1310,233,1132,257,1626,368,346,213,86,95,23,26,0,22,193,115,44,61,1280,321,126,84,135,130,15,24,472,124,532,166
0900934950,06000US0900934950,"Guilford town, New Haven County, Connecticut",4768,246,3884,299,304,129,361,136,217,82,1357,233,1645,272,884,255,342,196,75,71,20,29,0,22,94,84,153,112,542,173,0,22,15,22,0,22,183,90,344,124
0900935650,06000US0900935650,"Hamden town, New Haven County, Connecticut",10751,567,7314,570,1406,313,794,174,368,111,2162,300,2584,397,3437,573,427,172,48,38,42,67,61,63,137,82,139,99,3010,545,348,191,405,175,89,58,762,257,1406,342
0900944560,06000US0900944560,"Madison town, New Haven County, Connecticut",4764,338,4291,370,362,129,319,127,128,67,1576,211,1906,286,473,209,95,81,0,19,6,10,0,19,0,19,89,80,378,197,16,24,0,19,0,19,232,168,130,69
0900946520,06000US0900946520,"Meriden town, New Haven County, Connecticut",10830,726,6091,595,1213,275,674,155,348,118,1767,350,2089,312,4739,705,880,254,111,82,118,108,28,36,218,124,405,170,3859,654,364,139,664,225,200,96,1186,318,1445,365
0900946940,06000US0900946940,"Middlebury town, New Haven County, Connecticut",1650,159,1501,161,99,44,170,68,119,77,641,132,472,116,149,83,6,9,0,17,0,17,0,17,0,17,6,9,143,84,0,17,0,17,0,17,67,50,76,53
0900947535,06000US0900947535,"Milford town, New Haven County, Connecticut",9829,477,7911,533,1323,258,780,168,485,186,2657,291,2666,307,1918,383,477,175,44,44,26,30,11,17,160,97,236,121,1441,356,98,77,176,106,50,55,444,161,673,172
0900949950,06000US0900949950,"Naugatuck town, New Haven County, Connecticut",6670,621,4598,542,674,178,605,192,221,144,1687,338,1411,283,2072,491,730,358,359,225,57,55,90,94,97,108,127,90,1342,395,219,169,171,124,37,43,496,208,419,166
0900952070,06000US0900952070,"New Haven town, New Haven County, Connecticut",24925,994,10839,825,2089,349,1531,247,680,202,3598,528,2941,424,14086,1063,1422,428,162,92,163,104,146,85,464,188,487,235,12664,968,1350,322,1562,313,651,185,4486,470,4615,493
0900953890,06000US0900953890,"North Branford town, New Haven County, Connecticut",2776,187,2238,234,158,86,159,79,145,81,776,190,1000,219,538,217,85,79,0,19,0,19,0,19,36,46,49,48,453,202,61,60,0,19,8,16,173,102,211,128
0900954870,06000US0900954870,"North Haven town, New Haven County, Connecticut",4415,292,3939,260,553,163,414,131,164,88,1256,224,1552,243,476,159,174,101,0,22,8,13,29,33,57,53,80,51,302,131,0,22,0,22,16,25,228,121,58,31
0900957600,06000US0900957600,"Orange town, New Haven County, Connecticut",2969,218,2623,225,326,108,341,96,43,34,881,167,1032,163,346,162,22,31,0,19,0,19,0,19,0,19,22,31,324,157,7,12,8,13,39,50,107,73,163,79
0900958300,06000US0900958300,"Oxford town, New Haven County, Connecticut",2949,212,2470,237,245,94,206,81,160,85,899,159,960,227,479,234,138,109,0,19,34,51,14,22,13,22,77,89,341,216,0,19,0,19,0,19,115,133,226,127
0900962290,06000US0900962290,"Prospect town, New Haven County, Connecticut",1711,238,1597,233,256,113,137,85,23,26,449,124,732,176,114,83,34,39,0,17,0,17,0,17,0,17,34,39,80,68,0,17,0,17,15,25,14,25,51,48
0900967610,06000US0900967610,"Seymour town, New Haven County, Connecticut",3196,248,2713,273,332,122,262,111,19,25,958,230,1142,244,483,189,178,135,0,19,0,19,0,19,22,34,156,111,305,137,20,31,56,90,0,19,93,63,136,90
0900969640,06000US0900969640,"Southbury town, New Haven County, Connecticut",4091,347,3199,407,355,117,329,111,212,97,1081,234,1222,246,892,363,476,306,17,17,196,234,0,19,45,49,218,136,416,173,27,33,10,14,24,34,199,91,156,91
0900978740,06000US0900978740,"Wallingford town, New Haven County, Connecticut",8426,479,6796,446,827,165,742,185,334,114,2162,291,2731,357,1630,351,210,182,80,77,46,72,0,25,40,65,44,34,1420,318,141,101,81,51,54,51,384,145,760,223
0900980070,06000US0900980070,"Waterbury town, New Haven County, Connecticut",23877,1021,11189,831,2057,338,1215,235,607,165,3574,438,3736,439,12688,892,1597,397,301,106,209,101,92,71,497,182,498,187,11091,882,1589,340,1457,256,544,154,3879,454,3622,509
0900982870,06000US0900982870,"West Haven town, New Haven County, Connecticut",10704,612,6513,803,1176,284,632,177,403,135,2245,439,2057,397,4191,795,463,191,107,86,45,37,27,34,140,73,144,81,3728,758,466,199,375,164,192,100,1193,355,1502,416
0900987560,06000US0900987560,"Wolcott town, New Haven County, Connecticut",3355,206,2702,257,171,100,207,91,193,98,1128,195,1003,280,653,221,81,73,0,19,0,19,0,19,18,21,63,68,572,213,47,47,53,50,23,35,130,93,319,160
0900987700,06000US0900987700,"Woodbridge town, New Haven County, Connecticut",2049,165,1876,195,149,104,104,69,27,33,648,131,948,213,173,106,42,56,6,12,0,17,6,12,6,12,24,30,131,90,0,17,13,21,0,17,67,53,51,55
0901106820,06000US0901106820,"Bozrah town, New London County, Connecticut",490,74,408,80,31,26,12,14,43,32,196,50,126,60,82,47,25,18,0,12,0,12,0,12,14,13,11,12,57,45,8,12,9,13,0,12,12,13,28,29
0901115910,06000US0901115910,"Colchester town, New London County, Connecticut",3908,287,2952,278,401,162,265,91,173,81,1050,156,1063,277,956,312,206,129,0,19,6,10,0,19,129,105,71,52,750,289,19,29,21,24,0,19,226,133,484,207
0901123400,06000US0901123400,"East Lyme town, New London County, Connecticut",3478,205,2617,216,267,97,324,94,55,36,982,165,989,155,861,215,281,134,21,30,12,18,0,19,190,109,58,45,580,184,0,19,46,39,39,46,241,116,254,99
0901129910,06000US0901129910,"Franklin town, New London County, Connecticut",364,41,295,42,33,19,44,23,17,11,109,33,92,25,69,33,9,8,0,12,0,12,0,12,0,12,9,8,60,32,7,7,5,6,0,12,24,17,24,18
0901133900,06000US0901133900,"Griswold town, New London County, Connecticut",2492,364,1582,384,331,193,172,100,90,81,463,165,526,165,910,449,276,202,119,103,71,105,0,19,44,58,42,42,634,315,71,87,41,47,0,19,354,185,168,129
0901134250,06000US0901134250,"Groton town, New London County, Connecticut",7590,435,5062,415,1368,249,593,145,239,85,1528,208,1334,168,2528,451,432,215,17,27,75,76,28,37,136,99,176,132,2096,441,469,166,384,165,253,146,347,130,643,201
0901142390,06000US0901142390,"Lebanon town, New London County, Connecticut",1405,121,1108,183,127,73,76,56,56,44,433,130,416,127,297,157,142,144,0,17,0,17,0,17,15,25,127,140,155,94,18,25,16,27,0,17,11,19,110,76
0901142600,06000US0901142600,"Ledyard town, New London County, Connecticut",3469,287,2314,335,239,110,182,104,76,55,851,236,966,239,1155,363,343,224,59,67,137,111,14,15,133,121,0,19,812,300,77,71,0,19,56,56,301,159,378,149
0901143230,06000US0901143230,"Lisbon town, New London County, Connecticut",798,130,690,137,119,60,55,39,27,41,198,84,291,82,108,59,20,21,10,15,0,12,0,12,0,12,10,15,88,56,0,12,0,12,0,12,22,23,66,50
0901144210,06000US0901144210,"Lyme town, New London County, Connecticut",371,69,286,55,39,27,32,20,11,11,87,34,117,50,85,55,32,26,0,12,5,8,0,12,0,12,27,25,53,46,0,12,0,12,0,12,33,38,20,18
0901148900,06000US0901148900,"Montville town, New London County, Connecticut",3222,303,2121,341,138,82,216,95,103,81,845,179,819,220,1101,321,148,103,32,39,11,15,0,19,36,35,69,64,953,308,19,23,85,69,43,31,381,183,425,190
0901152350,06000US0901152350,"New London town, New London County, Connecticut",4529,430,2399,381,184,79,305,125,67,53,974,263,869,219,2130,485,352,203,20,29,85,64,11,18,141,125,95,77,1778,461,267,100,288,128,95,96,599,225,529,190
0901155500,06000US0901155500,"North Stonington town, New London County, Connecticut",1009,138,836,130,82,66,82,57,64,56,337,132,271,106,173,131,72,109,21,33,0,17,0,17,51,77,0,17,101,76,11,19,0,17,0,17,11,18,79,71
0901156270,06000US0901156270,"Norwich town, New London County, Connecticut",8039,524,4310,557,825,301,494,143,221,112,1387,247,1383,285,3729,568,718,284,182,117,56,69,35,37,145,105,300,217,3011,537,381,133,208,120,228,134,1321,333,873,262
0901157040,06000US0901157040,"Old Lyme town, New London County, Connecticut",1436,180,1039,161,104,64,52,35,70,37,416,102,397,104,397,157,140,95,0,17,0,17,0,17,60,57,80,64,257,149,0,17,0,17,11,19,100,96,146,111
0901162150,06000US0901162150,"Preston town, New London County, Connecticut",759,138,597,144,74,50,45,47,95,57,266,113,117,66,162,127,32,45,0,12,0,12,32,45,0,12,0,12,130,120,9,14,10,17,25,37,23,26,63,61
0901166210,06000US0901166210,"Salem town, New London County, Connecticut",1005,144,852,148,130,49,155,120,33,26,271,80,263,72,153,84,16,18,8,13,0,12,0,12,0,12,8,12,137,87,0,12,0,12,6,10,35,33,96,63
0901171670,06000US0901171670,"Sprague town, New London County, Connecticut",477,86,307,83,17,17,53,42,31,29,93,48,113,55,170,75,84,48,0,12,6,9,0,12,31,27,47,36,86,63,0,12,7,11,0,12,22,25,57,52
0901173770,06000US0901173770,"Stonington town, New London County, Connecticut",3287,233,2477,265,360,96,235,74,85,52,930,176,867,212,810,244,242,135,0,19,0,19,25,48,41,38,176,109,568,244,78,88,35,46,19,25,237,113,199,74
0901178600,06000US0901178600,"Voluntown town, New London County, Connecticut",524,84,398,103,60,30,47,43,26,18,140,55,125,50,126,86,64,69,0,12,0,12,0,12,14,21,50,50,62,51,0,12,0,12,0,12,5,8,57,49
0901180280,06000US0901180280,"Waterford town, New London County, Connecticut",3595,219,2727,233,276,111,199,83,225,112,1137,214,890,198,868,258,348,178,53,61,23,27,25,38,148,106,99,66,520,179,41,29,69,56,45,35,177,110,188,83
0901301080,06000US0901301080,"Andover town, Tolland County, Connecticut",679,98,570,82,83,51,53,26,19,21,225,63,190,63,109,99,37,50,0,12,0,12,0,12,0,12,37,50,72,83,31,32,0,12,0,12,34,53,7,11
0901306260,06000US0901306260,"Bolton town, Tolland County, Connecticut",931,87,788,104,38,37,77,38,59,39,283,96,331,75,143,90,38,49,0,12,0,12,0,12,17,19,21,33,105,71,10,16,10,15,10,16,21,24,54,41
0901316400,06000US0901316400,"Columbia town, Tolland County, Connecticut",1036,179,823,194,26,33,53,58,0,17,277,112,467,146,213,140,98,106,38,38,0,17,0,17,37,38,23,37,115,92,0,17,0,17,20,31,71,80,24,33
0901317800,06000US0901317800,"Coventry town, Tolland County, Connecticut",2346,213,1788,242,253,136,169,89,95,72,743,190,528,178,558,191,152,90,25,39,0,19,17,25,25,30,85,69,406,177,32,38,0,19,0,19,111,85,263,117
0901325360,06000US0901325360,"Ellington town, Tolland County, Connecticut",3871,293,3177,340,550,158,313,126,179,131,1117,232,1018,195,694,254,173,128,28,47,0,19,19,29,20,30,106,101,521,241,0,19,57,53,37,56,191,108,236,177
0901337910,06000US0901337910,"Hebron town, Tolland County, Connecticut",2352,156,2041,161,173,77,237,76,54,43,701,129,876,170,311,125,52,42,0,17,0,17,0,17,8,13,44,40,259,129,22,32,0,17,0,17,30,28,207,129
0901344910,06000US0901344910,"Mansfield town, Tolland County, Connecticut",2356,298,1769,253,127,91,200,76,145,66,527,144,770,212,587,206,149,104,0,22,0,22,0,22,81,85,68,77,438,176,141,149,46,56,0,22,86,54,165,84
0901369220,06000US0901369220,"Somers town, Tolland County, Connecticut",2001,194,1590,234,152,71,189,90,55,33,547,146,647,122,411,130,87,66,0,19,29,34,9,14,25,26,24,30,324,116,10,15,37,41,23,33,85,59,169,85
0901372090,06000US0901372090,"Stafford town, Tolland County, Connecticut",2399,252,1556,228,158,60,184,76,133,72,562,145,519,131,843,251,216,96,48,64,23,30,38,36,49,39,58,42,627,247,90,79,25,30,35,52,206,132,271,127
0901376290,06000US0901376290,"Tolland town, Tolland County, Connecticut",3741,204,3164,284,301,95,130,76,180,92,1114,209,1439,219,577,318,258,258,0,19,0,19,29,46,102,139,127,123,319,183,0,19,0,19,43,62,156,115,120,79
0901377830,06000US0901377830,"Union town, Tolland County, Connecticut",197,68,165,68,16,14,9,14,24,20,53,26,63,49,32,31,0,12,0,12,0,12,0,12,0,12,0,12,32,31,0,12,0,12,0,12,7,12,25,23
0901378250,06000US0901378250,"Vernon town, Tolland County, Connecticut",4578,326,3007,344,554,166,364,114,82,53,915,196,1092,202,1571,370,300,136,12,19,41,48,54,75,35,41,158,102,1271,341,268,159,200,134,111,66,359,149,333,124
0901385950,06000US0901385950,"Willington town, Tolland County, Connecticut",859,223,458,190,64,54,49,51,17,26,102,95,226,190,401,261,119,90,0,17,39,62,0,17,40,42,40,42,282,230,84,78,0,17,15,22,77,76,106,90
0901501430,06000US0901501430,"Ashford town, Windham County, Connecticut",833,105,652,121,83,62,21,24,45,32,154,60,349,105,181,110,62,74,0,12,0,12,0,12,14,22,48,55,119,89,23,37,16,21,10,15,44,45,26,19
0901509190,06000US0901509190,"Brooklyn town, Windham County, Connecticut",1758,258,1237,268,211,120,119,98,30,28,395,167,482,225,521,245,84,89,0,17,12,19,13,23,13,23,46,58,437,216,26,37,35,50,64,74,167,98,145,97
0901512130,06000US0901512130,"Canterbury town, Windham County, Connecticut",997,122,738,133,56,56,12,18,87,66,279,87,304,105,259,107,137,83,0,17,0,17,0,17,64,63,73,62,122,83,0,17,0,17,0,17,14,20,108,74
0901513810,06000US0901513810,"Chaplin town, Windham County, Connecticut",403,71,321,70,35,34,57,35,5,9,85,40,139,57,82,47,18,28,0,12,0,12,0,12,18,28,0,12,64,41,0,12,4,6,0,12,31,29,29,31
0901521860,06000US0901521860,"Eastford town, Windham County, Connecticut",294,57,244,55,29,21,19,15,18,13,96,33,82,41,50,33,12,16,0,12,0,12,0,12,11,16,1,2,38,27,0,12,6,6,3,4,4,5,25,21
0901536000,06000US0901536000,"Hampton town, Windham County, Connecticut",333,82,252,75,31,21,19,11,37,22,64,25,101,44,81,39,16,12,0,12,0,12,0,12,4,6,12,12,65,38,13,11,0,12,6,7,17,15,29,23
0901540500,06000US0901540500,"Killingly town, Windham County, Connecticut",3340,293,2366,337,220,105,313,132,151,98,923,236,759,201,974,304,174,94,61,45,0,19,25,39,18,23,70,55,800,292,189,166,61,55,98,76,211,123,241,123
0901559980,06000US0901559980,"Plainfield town, Windham County, Connecticut",2850,327,1878,316,142,103,136,89,129,79,605,179,866,230,972,351,354,279,105,97,20,33,0,19,177,165,52,81,618,216,111,81,149,88,7,12,211,106,140,87
0901561030,06000US0901561030,"Pomfret town, Windham County, Connecticut",1008,169,890,173,72,62,38,37,17,18,359,163,404,150,118,119,109,119,8,15,0,12,0,12,0,12,101,119,9,14,0,12,0,12,0,12,0,12,9,14
0901562710,06000US0901562710,"Putnam town, Windham County, Connecticut",2055,289,1054,273,284,178,55,38,36,31,329,118,350,126,1001,364,265,170,20,32,0,17,21,35,138,112,86,70,736,324,88,90,127,131,0,17,373,200,148,97
0901567400,06000US0901567400,"Scotland town, Windham County, Connecticut",358,59,293,69,20,14,20,13,13,16,122,42,118,41,65,40,0,12,0,12,0,12,0,12,0,12,0,12,65,40,6,9,3,5,0,12,26,19,30,23
0901573420,06000US0901573420,"Sterling town, Windham County, Connecticut",896,175,624,131,112,70,32,24,56,43,255,87,169,56,272,175,97,78,0,12,0,12,0,12,7,13,90,83,175,168,40,51,29,45,0,12,91,102,15,18
0901575870,06000US0901575870,"Thompson town, Windham County, Connecticut",1609,187,1291,160,131,68,84,47,39,31,536,148,501,125,318,171,86,80,0,17,24,39,0,17,19,21,43,53,232,155,59,91,54,52,0,17,66,53,53,56
0901586790,06000US0901586790,"Windham town, Windham County, Connecticut",4337,367,1782,321,220,80,159,88,121,72,613,188,669,183,2555,348,664,220,157,92,87,56,60,66,251,135,109,81,1891,307,275,86,320,99,136,89,591,163,569,178
0901588190,06000US0901588190,"Woodstock town, Windham County, Connecticut",1840,221,1428,231,68,55,157,105,35,40,634,160,534,126,412,230,152,188,0,17,0,17,0,17,43,69,109,175,260,139,81,81,17,27,0,17,53,65,109,67
