GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; In married-couple families:,Margin of Error; In married-couple families:,Estimate; In married-couple families: - Under 3 years,Margin of Error; In married-couple families: - Under 3 years,Estimate; In married-couple families: - 3 and 4 years,Margin of Error; In married-couple families: - 3 and 4 years,Estimate; In married-couple families: - 5 years,Margin of Error; In married-couple families: - 5 years,Estimate; In married-couple families: - 6 to 11 years,Margin of Error; In married-couple families: - 6 to 11 years,Estimate; In married-couple families: - 12 to 17 years,Margin of Error; In married-couple families: - 12 to 17 years,Estimate; In other families:,Margin of Error; In other families:,"Estimate; In other families: - Male householder, no wife present:","Margin of Error; In other families: - Male householder, no wife present:","Estimate; In other families: - Male householder, no wife present: - Under 3 years","Margin of Error; In other families: - Male householder, no wife present: - Under 3 years","Estimate; In other families: - Male householder, no wife present: - 3 and 4 years","Margin of Error; In other families: - Male householder, no wife present: - 3 and 4 years","Estimate; In other families: - Male householder, no wife present: - 5 years","Margin of Error; In other families: - Male householder, no wife present: - 5 years","Estimate; In other families: - Male householder, no wife present: - 6 to 11 years","Margin of Error; In other families: - Male householder, no wife present: - 6 to 11 years","Estimate; In other families: - Male householder, no wife present: - 12 to 17 years","Margin of Error; In other families: - Male householder, no wife present: - 12 to 17 years","Estimate; In other families: - Female householder, no husband present:","Margin of Error; In other families: - Female householder, no husband present:","Estimate; In other families: - Female householder, no husband present: - Under 3 years","Margin of Error; In other families: - Female householder, no husband present: - Under 3 years","Estimate; In other families: - Female householder, no husband present: - 3 and 4 years","Margin of Error; In other families: - Female householder, no husband present: - 3 and 4 years","Estimate; In other families: - Female householder, no husband present: - 5 years","Margin of Error; In other families: - Female householder, no husband present: - 5 years","Estimate; In other families: - Female householder, no husband present: - 6 to 11 years","Margin of Error; In other families: - Female householder, no husband present: - 6 to 11 years","Estimate; In other families: - Female householder, no husband present: - 12 to 17 years","Margin of Error; In other families: - Female householder, no husband present: - 12 to 17 years"
0400000US09,09,Connecticut,752168,2224,545321,3815,77614,1259,57247,1442,28639,948,189885,2476,191936,2816,206847,3919,36387,2030,5495,649,3570,473,2052,368,11168,780,14102,1094,170460,3473,20380,1147,16607,1091,7918,621,55506,1646,70049,2129
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92,0,92
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",4139,343,3548,279,683,184,318,95,163,63,1238,207,1146,210,591,232,155,131,0,92,0,92,65,107,33,36,57,62,436,173,56,55,58,65,7,11,152,99,163,106
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",31918,959,15497,1066,2580,375,1891,272,959,178,5484,624,4583,534,16421,1001,1997,516,364,163,215,111,148,91,740,259,530,185,14424,1025,2042,378,1448,296,670,185,5475,597,4789,540
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",3595,173,3221,201,439,134,354,123,185,81,937,223,1306,211,374,162,136,91,19,20,10,15,0,92,37,42,70,62,238,117,45,49,0,92,0,92,35,36,158,88
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",15331,703,11236,808,2084,286,1335,283,582,152,3788,409,3447,467,4095,698,862,327,426,228,52,69,56,66,195,115,133,81,3233,629,475,216,432,181,89,73,1038,303,1199,327
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",7515,245,6763,275,647,148,729,127,410,111,2537,238,2440,245,752,241,80,48,8,14,0,92,0,92,15,24,57,36,672,249,11,18,14,22,35,40,209,92,403,183
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",2156,131,1974,125,245,85,60,42,170,70,879,157,620,159,182,143,49,51,12,18,0,92,0,92,12,18,25,40,133,135,0,92,13,20,12,19,33,45,75,86
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",14567,446,13085,423,1820,268,1476,220,689,168,4564,328,4536,401,1482,301,295,129,0,92,14,21,0,92,182,108,99,46,1187,288,84,59,87,71,11,18,419,147,586,171
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",16055,495,14270,552,1872,243,1663,253,735,175,5299,418,4701,369,1785,365,381,180,25,27,75,78,33,53,101,69,147,98,1404,348,92,74,114,113,19,21,364,143,815,218
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",5055,257,4487,297,425,156,391,129,275,110,1631,217,1765,245,568,238,268,186,29,47,14,23,0,92,127,102,98,84,300,127,0,92,30,34,0,92,76,73,194,102
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",6232,266,5628,263,600,152,398,124,309,112,2092,271,2229,260,604,247,140,139,0,92,0,92,0,92,46,75,94,91,464,202,18,29,29,33,0,92,69,44,348,183
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",3446,226,3224,236,201,89,227,73,214,84,1369,222,1213,228,222,95,34,40,0,92,11,17,0,92,12,18,11,18,188,87,39,38,0,92,38,32,26,28,85,56
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",7323,303,6800,354,611,152,544,132,309,115,2335,278,3001,302,523,211,173,116,51,51,15,21,0,92,26,28,81,82,350,174,58,53,0,92,0,92,37,32,255,156
0600000US0900156060,0900156060,"Norwalk town, Fairfield County, Connecticut",15436,686,11594,699,2700,362,1707,264,466,148,3778,412,2943,390,3842,654,537,172,71,58,73,87,10,20,177,84,206,114,3305,647,281,117,341,170,220,122,1234,348,1229,283
0600000US0900163480,0900163480,"Redding town, Fairfield County, Connecticut",2302,173,1733,255,130,62,163,132,125,61,594,164,721,145,569,265,56,53,0,92,0,92,0,92,39,45,17,27,513,268,27,42,29,43,46,54,42,53,369,195
0600000US0900163970,0900163970,"Ridgefield town, Fairfield County, Connecticut",7283,303,6639,325,633,154,620,134,347,103,2532,298,2507,248,644,263,77,58,0,92,9,15,0,92,28,32,40,38,567,258,0,92,53,63,0,92,101,71,413,220
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",7620,371,6556,436,824,199,689,189,262,95,2147,269,2634,381,1064,335,186,98,0,92,0,92,0,92,83,73,103,57,878,311,50,49,124,60,0,92,187,86,517,245
0600000US0900168310,0900168310,"Sherman town, Fairfield County, Connecticut",846,107,774,97,108,57,61,51,23,25,390,103,192,71,72,62,11,18,0,92,0,92,0,92,0,92,11,18,61,59,0,92,0,92,12,18,22,26,27,43
0600000US0900173070,0900173070,"Stamford town, Fairfield County, Connecticut",24270,833,18667,956,3568,391,2327,307,909,223,6369,519,5494,589,5603,783,1122,348,311,161,211,135,30,35,187,102,383,161,4481,721,657,274,480,216,190,125,1277,356,1877,376
0600000US0900174190,0900174190,"Stratford town, Fairfield County, Connecticut",9849,421,7900,446,1279,231,876,195,484,133,2514,283,2747,349,1949,374,218,100,27,31,15,19,7,12,87,54,82,52,1731,353,50,59,194,108,79,63,596,181,812,214
0600000US0900177200,0900177200,"Trumbull town, Fairfield County, Connecticut",8843,296,8002,369,907,178,870,147,244,85,2797,276,3184,352,841,243,145,71,11,17,17,21,0,92,0,92,117,70,696,226,62,60,58,68,0,92,236,117,340,142
0600000US0900183430,0900183430,"Weston town, Fairfield County, Connecticut",3457,165,3221,161,240,109,216,83,183,69,1325,144,1257,194,236,127,112,93,0,92,0,92,0,92,0,92,112,93,124,86,0,92,15,24,0,92,28,31,81,62
